Year,Country,fertility,life,population,child_mortality,gdp,region
1979,Eritrea,6.627,43.135,2397387,193.9,940,Sub-Saharan Africa
1980,Eritrea,6.628,43.34,2468902,191,942,Sub-Saharan Africa
1981,Eritrea,6.625,43.57,2537333,188.2,943,Sub-Saharan Africa
1982,Eritrea,6.618,43.841,2602966,185.3,925,Sub-Saharan Africa
1983,Eritrea,6.607,44.168,2667868,182.3,966,Sub-Saharan Africa
1984,Eritrea,6.591,44.561,2735121,179.1,913,Sub-Saharan Africa
1985,Eritrea,6.572,45.026,2806456,175.7,783,Sub-Saharan Africa
1986,Eritrea,6.553,45.564,2884388,171.8,831,Sub-Saharan Africa
1987,Eritrea,6.535,46.164,2967048,167.5,915,Sub-Saharan Africa
1988,Eritrea,6.519,46.815,3046674,162.7,891,Sub-Saharan Africa
1989,Eritrea,6.504,47.51,3112654,157.3,858,Sub-Saharan Africa
1990,Eritrea,6.488,48.249,3158295,151.4,850,Sub-Saharan Africa
1991,Eritrea,6.467,49.036,3180430,145,939,Sub-Saharan Africa
1992,Eritrea,6.438,49.865,3184019,138.2,1040,Sub-Saharan Africa
1993,Eritrea,6.4,50.724,3180541,131.2,1175,Sub-Saharan Africa
1994,Eritrea,6.351,51.597,3186063,124.1,1416,Sub-Saharan Africa
1995,Eritrea,6.293,52.463,3212503,117.3,1438,Sub-Saharan Africa
1996,Eritrea,6.228,53.3,3263016,110.8,1542,Sub-Saharan Africa
1997,Eritrea,6.159,54.093,3335157,104.8,1623,Sub-Saharan Africa
1998,Eritrea,6.088,54.833,3428264,99.2,1603,Sub-Saharan Africa
1999,Eritrea,6.015,55.512,3539885,94,1550,Sub-Saharan Africa
2000,Eritrea,5.94,56.131,3667576,89.1,1446,Sub-Saharan Africa
2001,Eritrea,5.86,56.695,3812473,84.6,1511,Sub-Saharan Africa
2002,Eritrea,5.774,57.223,3973973,80.4,1491,Sub-Saharan Africa
2003,Eritrea,5.681,57.731,4145500,76.5,1389,Sub-Saharan Africa
2004,Eritrea,5.582,58.227,4318343,72.9,1351,Sub-Saharan Africa
2005,Eritrea,5.478,58.723,4486155,69.5,1332,Sub-Saharan Africa
2006,Eritrea,5.372,59.222,4645837,66.3,1272,Sub-Saharan Africa
2007,Eritrea,5.266,59.727,4798561,63.2,1246,Sub-Saharan Africa
2008,Eritrea,5.163,60.236,4947521,60.4,1088,Sub-Saharan Africa
2009,Eritrea,5.063,60.752,5097998,57.9,1095,Sub-Saharan Africa
2010,Eritrea,4.968,61.275,5253676,55.6,1083,Sub-Saharan Africa
2011,Eritrea,4.875,61.802,5415280,53.5,1139,Sub-Saharan Africa
2012,Eritrea,4.785,62.329,5580862,51.6,1180,Sub-Saharan Africa
2013,Eritrea,4.696,62.852,5748304,49.7,1157,Sub-Saharan Africa
1964,Estonia,1.953,70.64,1275487,36.22,7728,Europe & Central Asia
1965,Estonia,1.967,70.71,1290996,29.98,8069,Europe & Central Asia
1966,Estonia,1.987,70.68,1306197,28.76,8368,Europe & Central Asia
1967,Estonia,2.012,70.97,1321132,27.82,8647,Europe & Central Asia
1968,Estonia,2.041,70.59,1335846,28,9066,Europe & Central Asia
1969,Estonia,2.07,70.28,1350454,25.93,9109,Europe & Central Asia
1970,Estonia,2.097,70.39,1365002,27.16,9721,Europe & Central Asia
1971,Estonia,2.118,70.59,1379574,26.31,9885,Europe & Central Asia
1972,Estonia,2.129,70.35,1394029,24.14,9844,Europe & Central Asia
1973,Estonia,2.132,70.7,1407932,24.33,10573,Europe & Central Asia
1974,Estonia,2.125,70.8,1420709,26.68,10839,Europe & Central Asia
1975,Estonia,2.112,70.12,1431998,26.22,10829,Europe & Central Asia
1976,Estonia,2.095,69.74,1441551,26.44,11297,Europe & Central Asia
1977,Estonia,2.079,69.86,1449609,27.2,11525,Europe & Central Asia
1978,Estonia,2.066,69.72,1456892,25.52,11778,Europe & Central Asia
1979,Estonia,2.06,69.5,1464417,27.69,11690,Europe & Central Asia
1980,Estonia,2.063,69.59,1472898,27.1,11676,Europe & Central Asia
1981,Estonia,2.078,69.46,1482176,26.2,11753,Europe & Central Asia
1982,Estonia,2.103,69.86,1491897,25.3,12010,Europe & Central Asia
1983,Estonia,2.134,69.78,1502292,24.5,12358,Europe & Central Asia
1984,Estonia,2.166,69.65,1513617,23.8,12470,Europe & Central Asia
1985,Estonia,2.189,69.79,1525790,23.1,12540,Europe & Central Asia
1986,Estonia,2.193,70.93,1539549,22.6,13014,Europe & Central Asia
1987,Estonia,2.171,70.94,1554175,22,13144,Europe & Central Asia
1988,Estonia,2.121,70.98,1566396,21.5,13392,Europe & Central Asia
1989,Estonia,2.043,70.53,1571840,20.9,13601,Europe & Central Asia
1990,Estonia,1.943,69.9,1567631,20.2,13260,Europe & Central Asia
1991,Estonia,1.828,69.8,1552370,19.5,12008,Europe & Central Asia
1992,Estonia,1.711,69.14,1527660,18.7,10523,Europe & Central Asia
1993,Estonia,1.602,68.19,1497364,17.8,9870,Europe & Central Asia
1994,Estonia,1.507,66.67,1467016,16.8,9870,Europe & Central Asia
1995,Estonia,1.432,67.72,1440710,15.8,10464,Europe & Central Asia
1996,Estonia,1.378,69.94,1419727,14.8,11245,Europe & Central Asia
1997,Estonia,1.342,70.13,1403188,13.8,12709,Europe & Central Asia
1998,Estonia,1.32,69.72,1390414,12.8,13705,Europe & Central Asia
1999,Estonia,1.312,70.5,1379962,11.9,13723,Europe & Central Asia
2000,Estonia,1.319,70.8,1370749,11,14877,Europe & Central Asia
2001,Estonia,1.341,70.67,1362823,10.2,15894,Europe & Central Asia
2002,Estonia,1.377,71.23,1356644,9.4,16974,Europe & Central Asia
2003,Estonia,1.422,71.82,1351955,8.6,18359,Europe & Central Asia
2004,Estonia,1.472,72.29,1348449,7.9,19665,Europe & Central Asia
2005,Estonia,1.522,72.96,1345857,7.3,21651,Europe & Central Asia
2006,Estonia,1.565,73.13,1344038,6.7,24047,Europe & Central Asia
2007,Estonia,1.598,73.14,1342873,6.1,26066,Europe & Central Asia
2008,Estonia,1.619,73.23,1342145,5.5,24743,Europe & Central Asia
2009,Estonia,1.628,73.915,1341629,5,21137,Europe & Central Asia
2010,Estonia,1.625,74.094,1341140,4.5,21710,Europe & Central Asia
2011,Estonia,1.617,74.226,1340537,4.1,23576,Europe & Central Asia
2012,Estonia,1.609,74.335,1339762,3.7,24761,Europe & Central Asia
2013,Estonia,1.604,74.441,1338832,3.4,25254,Europe & Central Asia
1964,Ethiopia,6.867,40.2,24846785,255.99,698,Sub-Saharan Africa
1965,Ethiopia,6.864,39,25480202,248.9,727,Sub-Saharan Africa
1966,Ethiopia,6.867,40,26128435,242,746,Sub-Saharan Africa
1967,Ethiopia,6.88,42.027,26790992,241.5,777,Sub-Saharan Africa
1968,Ethiopia,6.903,42.357,27476546,241,800,Sub-Saharan Africa
1969,Ethiopia,6.937,42.663,28197484,241.2,810,Sub-Saharan Africa
1970,Ethiopia,6.978,42.949,28959382,241.1,778,Sub-Saharan Africa
1971,Ethiopia,7.02,43.219,29777985,241.2,792,Sub-Saharan Africa
1972,Ethiopia,7.06,43.1,30642920,241.1,803,Sub-Saharan Africa
1973,Ethiopia,7.094,41,31503206,241,799,Sub-Saharan Africa
1974,Ethiopia,7.121,38.9,32289683,241,780,Sub-Saharan Africa
1975,Ethiopia,7.143,40,32958964,241.5,729,Sub-Saharan Africa
1976,Ethiopia,7.167,44.118,33486288,242.1,716,Sub-Saharan Africa
1977,Ethiopia,7.195,43.7,33903618,242.7,704,Sub-Saharan Africa
1978,Ethiopia,7.23,43.4,34294030,243,655,Sub-Saharan Africa
1979,Ethiopia,7.271,44.1,34773640,242.8,713,Sub-Saharan Africa
1980,Ethiopia,7.316,44.2,35426282,241.6,715,Sub-Saharan Africa
1981,Ethiopia,7.36,44.3,36282554,239.3,717,Sub-Saharan Africa
1982,Ethiopia,7.397,44.4,37319328,236,704,Sub-Saharan Africa
1983,Ethiopia,7.424,44,38500829,232,736,Sub-Saharan Africa
1984,Ethiopia,7.437,41,39768079,227.6,696,Sub-Saharan Africa
1985,Ethiopia,7.435,37,41077517,223.4,597,Sub-Saharan Africa
1986,Ethiopia,7.418,43,42417873,219.3,635,Sub-Saharan Africa
1987,Ethiopia,7.387,45.591,43802479,215.5,700,Sub-Saharan Africa
1988,Ethiopia,7.347,46.079,45240322,212,682,Sub-Saharan Africa
1989,Ethiopia,7.298,46.531,46747612,208.4,657,Sub-Saharan Africa
1990,Ethiopia,7.246,46.948,48333261,204.6,653,Sub-Saharan Africa
1991,Ethiopia,7.193,47.348,49998845,200.2,585,Sub-Saharan Africa
1992,Ethiopia,7.143,47.763,51730288,195,516,Sub-Saharan Africa
1993,Ethiopia,7.094,48.218,53502211,188.9,564,Sub-Saharan Africa
1994,Ethiopia,7.046,48.717,55281054,182,562,Sub-Saharan Africa
1995,Ethiopia,6.995,49.257,57042197,175,578,Sub-Saharan Africa
1996,Ethiopia,6.935,49.825,58774378,168.3,630,Sub-Saharan Africa
1997,Ethiopia,6.861,50.407,60481739,162,630,Sub-Saharan Africa
1998,Ethiopia,6.769,50.997,62174171,156.2,591,Sub-Saharan Africa
1999,Ethiopia,6.659,51.603,63868806,150.8,604,Sub-Saharan Africa
2000,Ethiopia,6.529,52.245,65577897,145.1,623,Sub-Saharan Africa
2001,Ethiopia,6.38,52.952,67303731,139,656,Sub-Saharan Africa
2002,Ethiopia,6.218,53.742,69040669,132.2,647,Sub-Saharan Africa
2003,Ethiopia,6.046,54.619,70784012,124.8,615,Sub-Saharan Africa
2004,Ethiopia,5.87,55.573,72526620,117,679,Sub-Saharan Africa
2005,Ethiopia,5.693,56.585,74263861,109.1,738,Sub-Saharan Africa
2006,Ethiopia,5.52,57.63,75993403,101.3,796,Sub-Saharan Africa
2007,Ethiopia,5.353,58.67,77718436,93.8,863,Sub-Saharan Africa
2008,Ethiopia,5.193,59.673,79446419,86.9,931,Sub-Saharan Africa
2009,Ethiopia,5.043,60.617,81187751,80.8,986,Sub-Saharan Africa
2010,Ethiopia,4.902,61.486,82949541,75.7,1081,Sub-Saharan Africa
2011,Ethiopia,4.769,62.271,84734262,71.3,1171,Sub-Saharan Africa
2012,Ethiopia,4.642,62.983,86538534,67.7,1240,Sub-Saharan Africa
2013,Ethiopia,4.519,63.635,88356373,64.6,1336,Sub-Saharan Africa
1964,Fiji,5.676,57.545,450447,61.7,3671,East Asia & Pacific
1965,Fiji,5.475,57.95,463885,60,3471,East Asia & Pacific
1966,Fiji,5.278,58.35,476334,58.5,3382,East Asia & Pacific
1967,Fiji,5.083,58.741,487922,57.3,3744,East Asia & Pacific
1968,Fiji,4.892,59.123,498903,56.4,3953,East Asia & Pacific
1969,Fiji,4.71,59.495,509680,55.8,3971,East Asia & Pacific
1970,Fiji,4.543,59.857,520555,55.3,4384,East Asia & Pacific
1971,Fiji,4.397,60.207,531631,54.9,4590,East Asia & Pacific
1972,Fiji,4.275,60.546,542846,54.6,4834,East Asia & Pacific
1973,Fiji,4.178,60.873,554147,54.2,5287,East Asia & Pacific
1974,Fiji,4.106,61.191,565426,53.6,5319,East Asia & Pacific
1975,Fiji,4.054,61.5,576634,52.8,5245,East Asia & Pacific
1976,Fiji,4.018,61.803,587565,51.6,5291,East Asia & Pacific
1977,Fiji,3.992,62.102,598298,50,5506,East Asia & Pacific
1978,Fiji,3.968,62.397,609387,48.2,5510,East Asia & Pacific
1979,Fiji,3.941,62.689,621579,46.1,6066,East Asia & Pacific
1980,Fiji,3.907,62.978,635297,44,5843,East Asia & Pacific
1981,Fiji,3.864,63.262,651006,42,6066,East Asia & Pacific
1982,Fiji,3.813,63.54,668259,40,5560,East Asia & Pacific
1983,Fiji,3.755,63.811,685461,38.3,5208,East Asia & Pacific
1984,Fiji,3.693,64.074,700434,36.8,5528,East Asia & Pacific
1985,Fiji,3.629,64.329,711703,35.4,5193,East Asia & Pacific
1986,Fiji,3.568,64.577,718535,34.1,5545,East Asia & Pacific
1987,Fiji,3.512,64.818,721637,33,5160,East Asia & Pacific
1988,Fiji,3.465,65.054,722753,31.8,5204,East Asia & Pacific
1989,Fiji,3.427,65.284,724404,30.8,5583,East Asia & Pacific
1990,Fiji,3.398,65.51,728390,29.8,5694,East Asia & Pacific
1991,Fiji,3.374,65.731,735262,28.8,5488,East Asia & Pacific
1992,Fiji,3.352,65.948,744396,28,5751,East Asia & Pacific
1993,Fiji,3.33,66.161,754981,27.2,5792,East Asia & Pacific
1994,Fiji,3.305,66.37,765725,26.6,6002,East Asia & Pacific
1995,Fiji,3.276,66.575,775651,26.2,6073,East Asia & Pacific
1996,Fiji,3.244,66.777,784713,25.8,6291,East Asia & Pacific
1997,Fiji,3.209,66.976,793165,25.4,6087,East Asia & Pacific
1998,Fiji,3.171,67.172,800685,25.1,6108,East Asia & Pacific
1999,Fiji,3.132,67.365,806927,24.8,6594,East Asia & Pacific
2000,Fiji,3.09,67.553,811718,24.5,6444,East Asia & Pacific
2001,Fiji,3.046,67.734,814780,24.2,6548,East Asia & Pacific
2002,Fiji,3.001,67.91,816336,23.9,6745,East Asia & Pacific
2003,Fiji,2.954,68.079,817339,23.7,6804,East Asia & Pacific
2004,Fiji,2.907,68.243,819102,23.7,7149,East Asia & Pacific
2005,Fiji,2.86,68.405,822553,23.7,7169,East Asia & Pacific
2006,Fiji,2.816,68.567,828046,23.8,7253,East Asia & Pacific
2007,Fiji,2.774,68.733,835267,23.9,7128,East Asia & Pacific
2008,Fiji,2.736,68.903,843651,24,7129,East Asia & Pacific
2009,Fiji,2.701,69.078,852323,24,6959,East Asia & Pacific
2010,Fiji,2.67,69.258,860623,23.9,7098,East Asia & Pacific
2011,Fiji,2.641,69.442,868406,23.7,7228,East Asia & Pacific
2012,Fiji,2.615,69.626,875822,23.5,7303,East Asia & Pacific
2013,Fiji,2.588,69.81,882863,23.2,7502,East Asia & Pacific
1964,Finland,2.58,69.37,4545748,21.3,12389,Europe & Central Asia
1965,Finland,2.46,69.13,4564002,20.2,13006,Europe & Central Asia
1966,Finland,2.41,69.65,4576277,19.3,13269,Europe & Central Asia
1967,Finland,2.32,69.83,4583461,18.4,13477,Europe & Central Asia
1968,Finland,2.15,69.79,4588404,17.6,13726,Europe & Central Asia
1969,Finland,1.94,69.67,4595003,16.9,15058,Europe & Central Asia
1970,Finland,1.83,70.36,4605998,16.1,16245,Europe & Central Asia
1971,Finland,1.7,70.18,4622759,15.4,16564,Europe & Central Asia
1972,Finland,1.59,70.87,4644371,14.6,17722,Europe & Central Asia
1973,Finland,1.5,71.38,4668510,13.8,18804,Europe & Central Asia
1974,Finland,1.62,71.3,4691674,13.1,19273,Europe & Central Asia
1975,Finland,1.69,71.85,4711432,12.2,19409,Europe & Central Asia
1976,Finland,1.72,72,4726845,11.4,19268,Europe & Central Asia
1977,Finland,1.69,72.52,4739016,10.6,19261,Europe & Central Asia
1978,Finland,1.65,73.08,4750001,9.9,19608,Europe & Central Asia
1979,Finland,1.64,73.37,4762803,9.2,20918,Europe & Central Asia
1980,Finland,1.63,73.66,4779488,8.7,21965,Europe & Central Asia
1981,Finland,1.65,73.98,4800928,8.2,22279,Europe & Central Asia
1982,Finland,1.72,74.55,4826163,7.9,22873,Europe & Central Asia
1983,Finland,1.74,74.46,4853221,7.6,23351,Europe & Central Asia
1984,Finland,1.7,74.77,4879235,7.4,23926,Europe & Central Asia
1985,Finland,1.64,74.44,4902206,7.3,24630,Europe & Central Asia
1986,Finland,1.6,74.8,4921232,7.3,25133,Europe & Central Asia
1987,Finland,1.59,74.83,4937130,7.2,26086,Europe & Central Asia
1988,Finland,1.7,74.79,4951685,7.1,27282,Europe & Central Asia
1989,Finland,1.71,75.01,4967527,6.9,28735,Europe & Central Asia
1990,Finland,1.79,75.04,4986441,6.7,28599,Europe & Central Asia
1991,Finland,1.8,75.45,5009160,6.4,26761,Europe & Central Asia
1992,Finland,1.85,75.7,5034766,6.1,25726,Europe & Central Asia
1993,Finland,1.81,75.94,5061394,5.8,25414,Europe & Central Asia
1994,Finland,1.85,76.64,5086368,5.5,26301,Europe & Central Asia
1995,Finland,1.81,76.66,5107802,5.2,27303,Europe & Central Asia
1996,Finland,1.76,76.94,5125177,4.9,28210,Europe & Central Asia
1997,Finland,1.75,77.13,5139257,4.7,29884,Europe & Central Asia
1998,Finland,1.71,77.34,5151024,4.6,31423,Europe & Central Asia
1999,Finland,1.73,77.53,5161995,4.4,32743,Europe & Central Asia
2000,Finland,1.73,77.76,5173370,4.3,34517,Europe & Central Asia
2001,Finland,1.73,78.23,5185180,4.2,35327,Europe & Central Asia
2002,Finland,1.72,78.37,5197305,4.1,35834,Europe & Central Asia
2003,Finland,1.76,78.63,5210595,4,36461,Europe & Central Asia
2004,Finland,1.8,78.96,5226067,3.9,37783,Europe & Central Asia
2005,Finland,1.8,79.09,5244342,3.8,38700,Europe & Central Asia
2006,Finland,1.84,79.49,5265936,3.6,40115,Europe & Central Asia
2007,Finland,1.83,79.53,5290431,3.5,42016,Europe & Central Asia
2008,Finland,1.85,79.699,5316334,3.3,42122,Europe & Central Asia
2009,Finland,1.86,79.783,5341546,3.2,38455,Europe & Central Asia
2010,Finland,1.87,79.987,5364546,3,39425,Europe & Central Asia
2011,Finland,1.83,80.18,5384770,2.9,40251,Europe & Central Asia
2012,Finland,1.8,80.362,5402627,2.7,39489,Europe & Central Asia
2013,Finland,1.853,80.535,5418763,2.6,38788,Europe & Central Asia
1964,France,2.8,71.32,48194218,23.4,13969,Europe & Central Asia
1965,France,2.772,71.15,48754817,22.3,14514,Europe & Central Asia
1966,France,2.73,71.56,49238715,21.4,15158,Europe & Central Asia
1967,France,2.679,71.55,49655097,20.6,15759,Europe & Central Asia
1968,France,2.621,71.54,50026522,19.9,16321,Europe & Central Asia
1969,France,2.557,71.27,50387730,19.1,17339,Europe & Central Asia
1970,France,2.488,72.16,50763212,18.2,18185,Europe & Central Asia
1971,France,2.412,72.13,51161640,17.4,18891,Europe & Central Asia
1972,France,2.327,72.38,51572812,16.6,19570,Europe & Central Asia
1973,France,2.237,72.54,51980081,15.9,20486,Europe & Central Asia
1974,France,2.144,72.89,52358648,15.4,20997,Europe & Central Asia
1975,France,2.055,72.98,52691826,15,20851,Europe & Central Asia
1976,France,1.977,73.22,52974009,14.5,21661,Europe & Central Asia
1977,France,1.915,73.83,53214788,13.9,22270,Europe & Central Asia
1978,France,1.871,73.95,53431051,13.3,22928,Europe & Central Asia
1979,France,1.845,74.26,53646954,12.8,23647,Europe & Central Asia
1980,France,1.834,74.35,53880143,12.4,23962,Europe & Central Asia
1981,France,1.836,74.51,54135673,11.9,24186,Europe & Central Asia
1982,France,1.842,74.89,54408866,11.5,24753,Europe & Central Asia
1983,France,1.846,74.87,54695692,11.1,25188,Europe & Central Asia
1984,France,1.847,75.37,54988578,10.7,25497,Europe & Central Asia
1985,France,1.841,75.47,55281465,10.3,25917,Europe & Central Asia
1986,France,1.827,75.75,55575215,10,26453,Europe & Central Asia
1987,France,1.81,76.34,55870924,9.8,26963,Europe & Central Asia
1988,France,1.791,76.57,56162822,9.6,28101,Europe & Central Asia
1989,France,1.771,76.69,56443567,9.3,28942,Europe & Central Asia
1990,France,1.752,76.98,56708260,9,29476,Europe & Central Asia
1991,France,1.736,77.17,56956057,8.6,29707,Europe & Central Asia
1992,France,1.724,77.46,57189616,8.1,30033,Europe & Central Asia
1993,France,1.717,77.5,57412239,7.6,29719,Europe & Central Asia
1994,France,1.717,77.94,57628904,7,30303,Europe & Central Asia
1995,France,1.723,78.06,57844501,6.5,30823,Europe & Central Asia
1996,France,1.735,78.27,58057570,6.1,31141,Europe & Central Asia
1997,France,1.751,78.62,58270419,5.8,31756,Europe & Central Asia
1998,France,1.772,78.79,58496138,5.6,32764,Europe & Central Asia
1999,France,1.795,78.92,58751572,5.5,33707,Europe & Central Asia
2000,France,1.819,79.23,59047795,5.4,34774,Europe & Central Asia
2001,France,1.844,79.41,59390720,5.3,35197,Europe & Central Asia
2002,France,1.869,79.57,59774531,5.1,35333,Europe & Central Asia
2003,France,1.893,79.57,60183884,4.9,35371,Europe & Central Asia
2004,France,1.916,80.5,60596691,4.7,36090,Europe & Central Asia
2005,France,1.936,80.47,60996506,4.6,36395,Europe & Central Asia
2006,France,1.952,80.88,61378065,4.5,37001,Europe & Central Asia
2007,France,1.964,81.14,61744596,4.4,37641,Europe & Central Asia
2008,France,1.973,81.254,62098413,4.3,37505,Europe & Central Asia
2009,France,1.978,81.17,62444770,4.3,36215,Europe & Central Asia
2010,France,1.981,81.35,62787427,4.3,36745,Europe & Central Asia
2011,France,1.981,81.512,63125894,4.3,37328,Europe & Central Asia
2012,France,1.981,81.663,63457777,4.3,37227,Europe & Central Asia
2013,France,1.98,81.81,63782963,4.4,37309,Europe & Central Asia
1964,French Guiana,5.076,61.143,37711,,,America
1965,French Guiana,5.08,62.1,39347,,,America
1966,French Guiana,5.059,63.001,41100,,,America
1967,French Guiana,5.006,63.798,42960,,,America
1968,French Guiana,4.921,64.46,44870,,,America
1969,French Guiana,4.803,64.974,46754,,,America
1970,French Guiana,4.653,65.337,48561,,,America
1971,French Guiana,4.471,65.566,50282,,,America
1972,French Guiana,4.267,65.706,51945,,,America
1973,French Guiana,4.055,65.809,53580,,,America
1974,French Guiana,3.847,65.906,55233,,,America
1975,French Guiana,3.659,66.037,56949,,,America
1976,French Guiana,3.508,66.237,58740,,,America
1977,French Guiana,3.402,66.514,60634,,,America
1978,French Guiana,3.343,66.867,62711,,,America
1979,French Guiana,3.332,67.296,65073,,,America
1980,French Guiana,3.361,67.786,67799,46.99,,America
1981,French Guiana,3.417,68.31,70882,44.07,,America
1982,French Guiana,3.484,68.834,74316,41.21,,America
1983,French Guiana,3.548,69.331,78174,38.58,,America
1984,French Guiana,3.603,69.788,82548,36.24,,America
1985,French Guiana,3.65,70.201,87473,34.25,,America
1986,French Guiana,3.691,70.573,93019,32.57,,America
1987,French Guiana,3.737,70.924,99097,31.08,,America
1988,French Guiana,3.791,71.265,105392,29.71,,America
1989,French Guiana,3.851,71.602,111472,28.41,,America
1990,French Guiana,3.912,71.938,117038,27.17,,America
1991,French Guiana,3.967,72.274,121979,25.99,,America
1992,French Guiana,4.011,72.607,126405,24.88,,America
1993,French Guiana,4.037,72.934,130513,23.83,,America
1994,French Guiana,4.044,73.251,134605,22.85,,America
1995,French Guiana,4.032,73.555,138916,21.92,,America
1996,French Guiana,4.005,73.839,143449,21.03,,America
1997,French Guiana,3.967,74.101,148169,20.17,,America
